,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1213,1214,80,191004.99478714162,0.0,10246,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,4,9,53,2001,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,168897.5684931507,149805.714511041,138866.29591836734,213599.9076923077,206643.42081447964,235413.72009569377,648,180921.19589041095,0,0,648,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,960,0,0,960,1,1,0,0,0,1,0.5,3,180921.19589041095,0,0.75,194411.47318611987,1965.0,137570.4606413994,1,364,0.5,0.5,186433.973880597,88,0,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2006,180921.19589041095,175202.21953255427,145000
1214,1215,85,191004.99478714162,69.0,10205,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,5,56,1962,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,206643.42081447964,149493.6554054054,784,180921.19589041095,0,141,925,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,999,0,0,999,1,0,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1962.0,137570.4606413994,1,300,0.5,0.5,186433.973880597,150,72,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2006,180921.19589041095,175202.21953255427,134500
1215,1216,20,191004.99478714162,99.0,7094,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,52,1966,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,180,164364.13043478262,374,340,894,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,894,0,0,894,0,0,1,0,3,1,0.5,5,180921.19589041095,0,0.75,180921.19589041095,1966.0,202068.86966824645,1,384,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2007,180921.19589041095,175202.21953255427,125000
1216,1217,90,126316.83027522935,68.0,8930,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,180921.19589041095,181169.40553633217,133541.07692307694,143116.74025974027,6,5,40,1978,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,107365.625,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,0,0,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1318,584,0,1902,0,0,2,0,4,2,0.5,8,180921.19589041095,0,0.75,194411.47318611987,1978.0,137570.4606413994,2,539,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2010,180921.19589041095,175202.21953255427,112000
1217,1218,20,214014.06153846154,72.0,8640,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,9,2009,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,72.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,192789.65789473685,235413.72009569377,936,180921.19589041095,0,364,1300,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1314,0,0,1314,1,0,2,0,3,1,0.75,6,180921.19589041095,0,0.75,194411.47318611987,2009.0,202068.86966824645,2,552,0.5,0.5,186433.973880597,135,112,0,0,0,0,0.66,0.5,181007.1793814433,0,9,2009,180921.19589041095,180921.19589041095,229456
1218,1219,50,126316.83027522935,52.0,6240,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,5,71,1950,171483.95617879054,179803.6792189679,107385.55,114060.55,0,0.0,0.5,184034.89625585024,107365.625,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,0,0,182021.19537815126,156858.87136929462,105264.07368421053,186810.63745318353,672,240,0,912,0,0,1,0,2,1,0.5,3,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,115039.12222222223,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2006,180921.19589041095,175202.21953255427,80500
1219,1220,160,126316.83027522935,21.0,1680,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,104493.75,184495.49206349207,181169.40553633217,135911.62790697673,180921.19589041095,6,5,47,1971,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,236.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,672,672,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,672,546,0,1218,0,0,1,1,3,1,0.5,7,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,115039.12222222223,201,0,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2006,180921.19589041095,146526.62376237623,91500
1220,1221,20,191004.99478714162,66.0,7800,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,54,1964,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,312,164364.13043478262,600,0,912,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,912,0,0,912,0,0,1,0,2,1,0.5,5,180921.19589041095,0,0.75,194411.47318611987,1964.0,137570.4606413994,1,288,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,11,2006,180921.19589041095,146526.62376237623,115000
1221,1222,20,191004.99478714162,55.0,8250,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,142475.4814814815,181169.40553633217,185763.80737704918,175985.4779614325,5,5,50,1968,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,250,164364.13043478262,492,210,952,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1211,0,0,1211,0,0,1,0,3,1,0.5,5,180921.19589041095,1,0.5,194411.47318611987,1968.0,137570.4606413994,1,322,0.5,0.5,186433.973880597,0,63,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2008,180921.19589041095,175202.21953255427,134000
1222,1223,50,191004.99478714162,78.0,10496,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,135091.66666666666,181169.40553633217,185763.80737704918,143116.74025974027,6,6,69,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,320.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,192789.65789473685,146889.24812030076,196,180921.19589041095,0,844,1040,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1168,678,0,1846,0,0,2,0,3,1,0.5,7,180921.19589041095,1,0.75,194411.47318611987,1949.0,137570.4606413994,1,315,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.75,181007.1793814433,0,1,2007,180921.19589041095,175202.21953255427,143000
1223,1224,20,191004.99478714162,89.0,10680,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,3,67,1951,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,44.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,121809.53333333334,163439.24823410696,151852.7027027027,756,180921.19589041095,0,1380,2136,182021.19537815126,142362.8761682243,105264.07368421053,122196.89361702128,2136,0,0,2136,0,0,2,0,4,1,0.5,7,168393.33333333334,0,0.75,180921.19589041095,1951.0,137570.4606413994,2,528,0.5,0.5,186433.973880597,0,30,0,0,0,0,0.66,0.5,181007.1793814433,0,10,2006,180921.19589041095,175202.21953255427,137900
1224,1225,60,191004.99478714162,60.0,15384,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,180921.19589041095,181169.40553633217,185763.80737704918,180921.19589041095,7,5,14,2005,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,235413.72009569377,724,180921.19589041095,0,64,788,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,788,702,0,1490,1,0,2,1,3,1,0.75,8,180921.19589041095,1,0.75,194411.47318611987,2004.0,240052.6903409091,2,388,0.5,0.5,186433.973880597,100,75,0,0,0,0,0.66,0.5,181007.1793814433,0,2,2008,180921.19589041095,175202.21953255427,184000
1225,1226,80,191004.99478714162,65.0,10482,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,8,60,1958,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,63.0,0.5,168897.5684931507,149805.714511041,138866.29591836734,181492.2277448071,206643.42081447964,235413.72009569377,507,180921.19589041095,0,81,588,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1138,0,0,1138,0,1,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1958.0,202068.86966824645,1,264,0.5,0.5,186433.973880597,224,0,0,0,0,0,0.66,0.25,181007.1793814433,0,6,2007,180921.19589041095,175202.21953255427,145000
1226,1227,60,191004.99478714162,86.0,14598,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,180921.19589041095,142475.4814814815,181169.40553633217,185763.80737704918,180921.19589041095,6,5,11,2007,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,74.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,192789.65789473685,180921.19589041095,0,180921.19589041095,0,894,894,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,894,1039,0,1933,0,0,2,1,4,1,0.75,9,180921.19589041095,1,0.75,254751.73863636365,2007.0,240052.6903409091,3,668,0.5,0.5,186433.973880597,100,18,0,0,0,0,0.66,0.5,181007.1793814433,0,1,2008,180921.19589041095,175202.21953255427,214000
1227,1228,20,191004.99478714162,72.0,8872,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,8,53,2008,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,300.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,595,180921.19589041095,0,317,912,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,912,0,0,912,1,0,1,0,2,1,0.75,5,180921.19589041095,0,0.75,180921.19589041095,1992.0,137570.4606413994,2,576,0.5,0.5,186433.973880597,0,240,0,0,0,0,0.66,0.5,181007.1793814433,0,12,2008,180921.19589041095,175202.21953255427,147000
1228,1229,120,191004.99478714162,65.0,8769,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,9,5,10,2008,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,766.0,1.0,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,163439.24823410696,235413.72009569377,1540,180921.19589041095,0,162,1702,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1702,0,0,1702,1,0,1,1,1,1,1.0,7,180921.19589041095,1,0.75,194411.47318611987,2008.0,240052.6903409091,3,1052,0.5,0.5,186433.973880597,0,72,0,0,224,0,0.66,0.5,181007.1793814433,0,10,2008,180921.19589041095,180921.19589041095,367294
1229,1230,80,191004.99478714162,70.0,7910,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,5,58,1960,218876.93356643355,179803.6792189679,194573.0,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,666,180921.19589041095,0,409,1075,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,1507,0,0,1507,0,0,2,0,4,1,0.5,7,153948.14285714287,0,0.75,160570.68421052632,1960.0,137570.4606413994,1,404,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.75,181007.1793814433,0,8,2008,180921.19589041095,175202.21953255427,127000
1230,1231,90,191004.99478714162,0.0,18890,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,142475.4814814815,180921.19589041095,133541.07692307694,143116.74025974027,5,5,41,1977,180921.19589041095,179803.6792189679,180921.19589041095,180921.19589041095,0,1.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,498,164917.12962962964,211,652,1361,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1361,1259,0,2620,0,0,2,2,4,2,0.5,12,180921.19589041095,1,0.5,254751.73863636365,1977.0,202068.86966824645,2,600,0.5,0.5,115039.12222222223,155,24,145,0,0,0,0.66,0.5,170750.0,8300,8,2007,180921.19589041095,175202.21953255427,190000
1231,1232,90,191004.99478714162,70.0,7728,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,180921.19589041095,5,6,56,1962,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,120.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,206643.42081447964,161573.06818181818,803,180921.19589041095,0,303,1106,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1190,0,0,1190,1,0,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1962.0,137570.4606413994,2,540,0.5,0.5,186433.973880597,0,18,0,0,0,0,0.66,0.75,181007.1793814433,0,5,2006,180921.19589041095,175202.21953255427,132500
1232,1233,90,191004.99478714162,70.0,9842,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,177934.5744680851,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,4,5,56,1962,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,107365.625,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,0,0,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1224,0,0,1224,0,0,2,0,2,2,0.5,6,180921.19589041095,0,0.75,109962.11111111111,1962.0,137570.4606413994,2,462,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2007,180921.19589041095,175202.21953255427,101800
1233,1234,20,191004.99478714162,0.0,12160,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,59,1959,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,180.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,1000,180921.19589041095,0,188,1188,182021.19537815126,123919.48979591837,186186.7098901099,186810.63745318353,1188,0,0,1188,1,0,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1959.0,202068.86966824645,2,531,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2010,143973.2558139535,146526.62376237623,142000
1234,1235,70,131558.375,55.0,8525,181130.53851444292,181294.5186751233,164754.81837837838,143104.07936507938,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,6,107,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,138866.29591836734,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,940,940,182021.19537815126,142362.8761682243,105264.07368421053,122196.89361702128,1024,940,0,1964,0,0,1,1,4,1,0.5,7,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,115039.12222222223,0,192,0,0,0,0,0.66,0.5,181007.1793814433,0,11,2008,180921.19589041095,146526.62376237623,130000
1235,1236,70,191004.99478714162,96.0,13132,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,5,104,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,202688.4789644013,181492.2277448071,192789.65789473685,180921.19589041095,0,180921.19589041095,0,747,747,182021.19537815126,156858.87136929462,186186.7098901099,107675.44444444444,892,892,0,1784,0,0,1,1,4,1,0.5,9,180921.19589041095,0,0.75,180921.19589041095,1914.0,137570.4606413994,1,180,0.25,0.25,115039.12222222223,203,40,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2006,180921.19589041095,175202.21953255427,138887
1236,1237,160,191004.99478714162,36.0,2628,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,135911.62790697673,180921.19589041095,7,5,15,2003,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,106.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,764,764,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,764,862,0,1626,0,0,2,1,2,1,0.75,6,180921.19589041095,0,0.75,254751.73863636365,2003.0,202068.86966824645,2,474,0.5,0.5,186433.973880597,0,27,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2010,180921.19589041095,175202.21953255427,175500
1237,1238,60,191004.99478714162,41.0,12393,181130.53851444292,181294.5186751233,239833.36585365853,180183.74675819985,177934.5744680851,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,14,2005,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,847,847,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,847,1101,0,1948,0,0,2,1,4,1,0.75,8,180921.19589041095,1,0.75,254751.73863636365,2004.0,240052.6903409091,2,434,0.5,0.5,186433.973880597,100,48,0,0,0,0,0.66,0.5,181007.1793814433,0,9,2006,180921.19589041095,175202.21953255427,195000
1238,1239,20,191004.99478714162,63.0,13072,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,180921.19589041095,181169.40553633217,185763.80737704918,175985.4779614325,6,5,13,2005,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1141,1141,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1141,0,0,1141,0,0,1,1,3,1,0.5,6,180921.19589041095,0,0.75,180921.19589041095,2005.0,137570.4606413994,2,484,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2006,180921.19589041095,146526.62376237623,142500
1239,1240,20,191004.99478714162,64.0,9037,181130.53851444292,181294.5186751233,206101.6652892562,231533.94,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,12,2006,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,32.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,235413.72009569377,428,180921.19589041095,0,1048,1476,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1484,0,0,1484,0,0,2,0,2,1,1.0,6,180921.19589041095,1,0.75,194411.47318611987,2006.0,202068.86966824645,2,472,0.5,0.5,186433.973880597,120,33,0,0,0,0,0.66,0.5,181007.1793814433,0,12,2007,180921.19589041095,175202.21953255427,265900
1240,1241,60,191004.99478714162,65.0,8158,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,15,2003,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,252.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,550,180921.19589041095,0,334,884,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,884,884,0,1768,1,0,2,1,3,1,0.75,8,180921.19589041095,0,0.75,194411.47318611987,2003.0,202068.86966824645,2,543,0.5,0.5,186433.973880597,0,63,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2008,180921.19589041095,175202.21953255427,224900
1241,1242,20,191004.99478714162,83.0,9849,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,6,11,2007,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,30,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,1689,1689,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1689,0,0,1689,0,0,2,0,3,1,0.75,7,180921.19589041095,0,0.75,194411.47318611987,2007.0,202068.86966824645,3,954,0.5,0.5,186433.973880597,0,56,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2007,180921.19589041095,180921.19589041095,248328
1242,1243,85,191004.99478714162,85.0,10625,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,6,44,1974,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,81.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,885,164364.13043478262,168,0,1053,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1173,0,0,1173,1,0,2,0,3,1,0.75,6,180921.19589041095,2,0.5,194411.47318611987,1974.0,202068.86966824645,2,528,0.5,0.5,186433.973880597,0,120,0,0,0,0,0.66,0.5,181007.1793814433,0,1,2010,180921.19589041095,149600.0,170000
1243,1244,20,191004.99478714162,107.0,13891,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,10,5,12,2006,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,1.0,184034.89625585024,225230.44204018547,327041.04132231406,213599.9076923077,257689.80597014926,235413.72009569377,1386,180921.19589041095,0,690,2076,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,2076,0,0,2076,1,0,2,1,2,1,1.0,7,180921.19589041095,1,0.75,194411.47318611987,2006.0,240052.6903409091,3,850,0.5,0.5,186433.973880597,216,229,0,0,0,0,0.66,0.5,181007.1793814433,0,9,2006,180921.19589041095,180921.19589041095,465000
1244,1245,70,191004.99478714162,0.0,11435,181130.53851444292,181294.5186751233,206101.6652892562,231533.94,181623.4258555133,196734.13846153847,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,8,7,89,1950,171483.95617879054,179803.6792189679,194573.0,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,792,792,182021.19537815126,123919.48979591837,186186.7098901099,186810.63745318353,792,725,0,1517,0,0,1,0,3,1,0.75,7,180921.19589041095,2,0.75,180921.19589041095,1931.0,137570.4606413994,2,400,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2006,180921.19589041095,175202.21953255427,230000
1245,1246,80,191004.99478714162,78.0,12090,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,7,34,2003,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,74.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,585,585,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1140,728,0,1868,0,0,3,1,3,1,0.5,7,180921.19589041095,1,0.5,254751.73863636365,1984.0,240052.6903409091,2,477,0.5,0.5,186433.973880597,268,112,0,0,147,0,0.66,0.5,181007.1793814433,0,1,2007,180921.19589041095,146526.62376237623,178000
1246,1247,60,214014.06153846154,65.0,8125,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,13,2006,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,756,756,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,756,797,0,1553,0,0,2,1,3,1,0.75,6,180921.19589041095,0,0.75,194411.47318611987,2005.0,202068.86966824645,2,615,0.5,0.5,186433.973880597,0,45,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2006,180921.19589041095,180921.19589041095,186500
